public_product_id,marketplace,brand_group,category_group,product_group,listing_price_band,inventory_band,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_risk_score,margin_risk_band,revenue_quality_score,recommended_action,action_priority,action_reason
P0259,Website,Dove,Hair Care,General Product,<500,Very High / 51+,9.7,19.8,5.8,4.5,3.7,105.3,3.3,Low Risk,92.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,Website,Pantene,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,9.6,18.6,5.7,6.1,4.1,103.8,3.3,Low Risk,91.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,Website,Dove,Hair Care,General Product,<500,Low / 3-5,9.4,20.4,6.1,4.9,4.6,104.4,3.3,Low Risk,94.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,<500,Out of Stock / 0,9.1,18.0,6.5,4.2,4.4,105.1,3.3,Low Risk,93.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Website,SHIVAMAX,Home & Kitchen,General Product,<500,Medium / 6-15,8.0,18.2,6.6,3.3,3.7,109.6,3.3,Low Risk,94.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Website,Protex,Body Care,General Product,<500,Very Low / 1-2,7.9,19.4,6.5,3.1,4.1,108.4,3.3,Low Risk,94.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Website,Wangprom,Health & Wellness,Herbal Inhaler,<500,Out of Stock / 0,7.8,19.0,6.6,2.1,4.2,108.3,3.3,Low Risk,94.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,7.7,18.6,6.3,3.9,3.6,105.8,3.3,Low Risk,93.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,Website,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Low / 3-5,22.0,21.2,5.1,5.4,3.8,100.7,3.2,Low Risk,90.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Website,Ora2,Oral Care,Toothpaste,500-999,Out of Stock / 0,19.6,19.2,5.7,5.1,4.1,100.3,3.2,Low Risk,91.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,Website,Fino,Hair Care,Hair Oil & Serum,1000-1499,Out of Stock / 0,18.0,18.6,5.5,5.1,4.3,100.8,3.2,Low Risk,91.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,Website,Vita Keratin,Hair Care,General Product,500-999,Out of Stock / 0,18.0,18.4,5.6,5.7,4.3,99.1,3.2,Low Risk,91.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,17.9,17.3,5.3,5.7,4.3,101.5,3.2,Low Risk,90.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Website,Dove,Hair Care,General Product,<500,Out of Stock / 0,10.0,19.4,6.3,1.6,4.4,105.1,3.2,Low Risk,95.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,Website,Watsons,Oral Care,Dental Floss,<500,Low / 3-5,9.7,18.0,5.9,4.1,3.1,106.6,3.2,Low Risk,92.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Website,Dove,Hair Care,General Product,<500,Out of Stock / 0,9.2,18.0,6.0,2.0,4.2,107.5,3.2,Low Risk,94.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Website,Counterpain,Health & Wellness,Pain Relief,<500,Out of Stock / 0,9.0,19.6,6.2,4.6,4.4,105.9,3.2,Low Risk,94.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,Website,Protex,Body Care,General Product,<500,Out of Stock / 0,7.5,16.1,5.9,3.4,4.1,107.5,3.2,Low Risk,92.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,Website,Oral-B,Oral Care,Dental Floss,<500,Medium / 6-15,7.5,14.7,6.0,5.3,3.4,106.7,3.2,Low Risk,93.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,Website,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,<500,Very High / 51+,5.3,17.3,6.5,1.1,4.9,112.4,3.2,Low Risk,97.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1121,Website,Vaseline,Body Care,Body Wash,500-999,Very Low / 1-2,26.8,26.1,5.5,5.2,4.0,102.3,3.1,Low Risk,91.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,24.2,23.9,5.2,4.8,3.9,100.5,3.1,Low Risk,91.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,Website,Oral-B,Oral Care,Dental Floss,500-999,Low / 3-5,23.7,23.1,5.4,5.4,4.8,99.5,3.1,Low Risk,92.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Website,Vaseline,Body Care,Body Wash,500-999,Low / 3-5,22.3,21.8,5.2,3.9,4.3,102.6,3.1,Low Risk,93.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,Website,Tresemme,Hair Care,Shampoo,500-999,Very Low / 1-2,21.4,20.8,5.4,4.2,4.4,103.0,3.1,Low Risk,92.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0617,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,19.9,19.4,5.5,6.2,4.5,99.9,3.1,Low Risk,92.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,Website,Counterpain,Health & Wellness,Pain Relief,500-999,Low / 3-5,19.0,20.6,5.3,4.8,4.8,102.8,3.1,Low Risk,92.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,Website,Dove,Body Care,Deodorant & Body Spray,500-999,High / 16-50,18.0,22.4,5.3,5.6,4.0,102.4,3.1,Low Risk,91.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,Website,Colgate,Oral Care,Toothpaste,500-999,Medium / 6-15,16.8,20.4,5.5,5.1,3.7,100.8,3.1,Low Risk,91.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,Website,Tiger Balm,Health & Wellness,Pain Relief,500-999,Medium / 6-15,14.7,16.1,5.4,4.2,3.6,101.5,3.1,Low Risk,91.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,Website,L'Oreal Paris,Skin Care,Face Cleanser,500-999,Very High / 51+,14.6,17.8,5.3,3.4,4.9,103.5,3.1,Low Risk,93.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,Website,Dove,Body Care,Deodorant & Body Spray,500-999,Medium / 6-15,14.5,18.8,6.0,6.5,3.7,101.5,3.1,Low Risk,92.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Website,Snake Brand,Body Care,General Product,<500,Out of Stock / 0,11.2,24.3,6.0,2.0,4.4,108.2,3.1,Low Risk,95.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,Website,Dove,Hair Care,Hair Oil & Serum,<500,Out of Stock / 0,10.5,20.4,5.8,4.0,4.2,105.7,3.1,Low Risk,94.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,Website,Vaseline,Body Care,Deodorant & Body Spray,<500,Very Low / 1-2,9.4,18.0,5.9,5.0,3.6,105.2,3.1,Low Risk,94.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,Website,Watsons,Oral Care,Dental Floss,<500,Out of Stock / 0,8.9,17.1,6.2,2.2,4.2,107.0,3.1,Low Risk,96.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,Website,Dove,Hair Care,General Product,<500,Very High / 51+,8.5,16.5,6.1,3.7,4.1,105.9,3.1,Low Risk,94.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Website,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,8.1,19.4,6.1,2.4,4.0,108.2,3.1,Low Risk,95.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,Website,Sunsilk,Hair Care,Shampoo,<500,Out of Stock / 0,7.9,19.4,5.8,3.1,4.1,106.6,3.1,Low Risk,94.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,Website,Dove,Hair Care,General Product,<500,Out of Stock / 0,7.8,15.3,6.0,5.6,3.2,103.8,3.1,Low Risk,92.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,Website,Dove,Hair Care,Shampoo,<500,Out of Stock / 0,7.1,13.9,6.0,3.2,3.6,107.9,3.1,Low Risk,93.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,Website,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,22.5,22.2,5.3,4.3,3.9,102.1,3.0,Low Risk,92.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1069,Website,Tiger Balm,Health & Wellness,Pain Relief,500-999,Medium / 6-15,19.8,21.4,5.2,4.8,4.3,100.5,3.0,Low Risk,92.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Very Low / 1-2,19.1,18.6,5.5,4.5,3.8,101.4,3.0,Low Risk,92.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,19.0,19.4,5.4,4.9,3.3,102.4,3.0,Low Risk,91.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,Website,Vaseline,Skin Care,Sunscreen,500-999,Out of Stock / 0,19.0,18.4,4.9,3.5,4.3,103.2,3.0,Low Risk,92.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,Website,Sensodyne,Oral Care,Toothpaste,500-999,Low / 3-5,18.7,18.2,5.6,3.4,3.3,103.5,3.0,Low Risk,93.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,Website,Tresemme,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,16.5,16.9,5.2,5.3,4.3,100.7,3.0,Low Risk,91.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,Website,Vaseline,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,12.4,17.1,5.4,3.3,3.8,105.1,3.0,Low Risk,93.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,Website,Biore,Skin Care,Sunscreen,500-999,Very High / 51+,11.9,15.7,5.2,3.2,5.7,102.6,3.0,Low Risk,94.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,Website,AR,Skin Care,General Product,<500,Out of Stock / 0,11.8,23.1,5.8,2.9,3.8,107.7,3.0,Low Risk,94.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Website,Tros,Body Care,Deodorant & Body Spray,<500,Very Low / 1-2,9.7,18.8,5.8,1.9,3.3,108.1,3.0,Low Risk,94.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Website,Protex,Body Care,General Product,<500,Very Low / 1-2,9.6,20.8,6.1,2.3,4.0,107.4,3.0,Low Risk,94.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,Website,Pantene,Hair Care,General Product,<500,Out of Stock / 0,9.2,18.0,6.2,2.6,3.6,106.1,3.0,Low Risk,94.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,Website,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,9.1,22.2,6.5,0.7,3.7,109.4,3.0,Low Risk,97.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,Website,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,23.8,23.1,5.3,8.0,3.7,99.4,2.9,Low Risk,93.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,Website,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Low / 3-5,22.4,21.8,5.2,2.7,4.2,103.7,2.9,Low Risk,93.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,Website,Watsons,Oral Care,Interdental Brush,500-999,Out of Stock / 0,19.4,21.0,5.2,3.6,4.6,102.8,2.9,Low Risk,94.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,Website,Vaseline,Skin Care,Body Scrub,500-999,Very Low / 1-2,19.2,23.5,5.5,3.0,3.9,103.9,2.9,Low Risk,94.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,Website,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,19.1,18.6,5.2,4.9,3.6,102.2,2.9,Low Risk,92.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,Website,Sensodyne,Oral Care,Toothpaste,500-999,Out of Stock / 0,18.7,18.2,5.3,4.0,4.2,102.3,2.9,Low Risk,93.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,Website,Axe,Body Care,Deodorant & Body Spray,500-999,Very Low / 1-2,18.4,18.0,5.3,5.0,3.6,101.0,2.9,Low Risk,93.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,Website,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,18.0,17.3,5.1,3.0,4.4,103.1,2.9,Low Risk,94.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,Website,Colgate,Oral Care,Toothpaste,500-999,Out of Stock / 0,17.7,20.2,5.2,5.4,3.9,101.5,2.9,Low Risk,92.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,Website,Oral-B,Oral Care,Toothpaste,500-999,Medium / 6-15,17.4,17.8,5.2,3.3,3.3,104.5,2.9,Low Risk,94.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,Website,Nexcare,Skin Care,General Product,500-999,Low / 3-5,16.4,20.0,5.5,3.7,3.8,103.8,2.9,Low Risk,94.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1157,Website,Vaseline,Skin Care,Face Cleanser,500-999,Out of Stock / 0,16.2,16.5,5.1,6.3,4.2,100.8,2.9,Low Risk,93.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,Website,Colgate,Oral Care,Toothpaste,500-999,Very High / 51+,14.8,15.9,5.0,3.5,3.5,102.6,2.9,Low Risk,93.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0034,Website,Axe,Body Care,Deodorant & Body Spray,500-999,Very Low / 1-2,13.5,18.8,5.0,3.6,4.4,102.0,2.9,Low Risk,93.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,Website,Vaseline,Body Care,General Product,500-999,Very Low / 1-2,11.7,16.3,5.1,4.3,3.9,104.8,2.9,Low Risk,93.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,Website,Tros,Body Care,Deodorant & Body Spray,<500,Out of Stock / 0,9.1,17.8,5.9,2.6,3.4,106.9,2.9,Low Risk,95.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,Website,Listerine,Oral Care,Mouthwash,500-999,Out of Stock / 0,22.4,21.8,5.1,2.5,3.9,104.6,2.8,Low Risk,94.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0780,Website,Senka,Skin Care,Face Cleanser,500-999,Very Low / 1-2,21.9,21.0,4.8,3.6,3.9,103.9,2.8,Low Risk,93.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,21.2,20.6,4.9,4.6,4.2,102.6,2.8,Low Risk,93.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,Website,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,19.9,19.4,5.3,3.0,4.2,103.6,2.8,Low Risk,95.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,Website,Colgate,Oral Care,Toothpaste,500-999,Low / 3-5,19.9,19.2,5.0,4.4,4.0,101.8,2.8,Low Risk,93.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,Website,Counterpain,Health & Wellness,Pain Relief,500-999,Out of Stock / 0,19.8,19.2,5.4,2.9,3.9,104.4,2.8,Low Risk,95.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,18.6,18.6,5.2,2.7,4.3,102.9,2.8,Low Risk,94.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0172,Website,Colgate,Oral Care,Toothpaste,500-999,Very Low / 1-2,18.5,18.0,5.4,3.1,4.2,101.7,2.8,Low Risk,94.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,Website,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,18.0,17.3,4.9,3.8,3.4,103.2,2.8,Low Risk,93.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,Website,Oral-B,Oral Care,Toothpaste,500-999,Medium / 6-15,17.9,17.3,5.3,6.0,3.0,102.5,2.8,Low Risk,93.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,Website,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,15.8,19.0,5.0,2.0,4.6,104.4,2.8,Low Risk,94.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,Website,Colgate,Oral Care,Toothpaste,500-999,Low / 3-5,13.7,20.0,5.2,2.1,3.9,106.4,2.8,Low Risk,95.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,Website,Colgate,Oral Care,Toothpaste,500-999,Out of Stock / 0,12.2,22.0,5.7,3.0,3.7,106.7,2.8,Low Risk,95.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,11.1,21.6,5.8,0.0,4.4,108.2,2.8,Low Risk,98.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,Website,Sasi,Lip,Lip Care,<500,Medium / 6-15,6.8,13.3,5.5,2.9,3.7,106.7,2.8,Low Risk,95.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,Website,Watsons,Oral Care,Floss Picks,<500,Low / 3-5,6.1,17.1,5.7,0.8,3.9,112.2,2.8,Low Risk,97.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,Website,Vaseline,Body Care,Body Lotion,500-999,Out of Stock / 0,25.7,24.9,4.7,2.0,4.0,104.7,2.7,Low Risk,94.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,21.2,20.8,5.0,2.5,3.9,103.4,2.7,Low Risk,95.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,Website,Dove,Body Care,General Product,500-999,Out of Stock / 0,21.0,20.4,5.2,2.1,4.0,105.1,2.7,Low Risk,95.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,Website,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,20.9,20.4,5.2,2.2,3.9,102.9,2.7,Low Risk,95.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,18.4,18.0,5.2,2.8,3.5,104.4,2.7,Low Risk,95.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,Website,Vaseline,Body Care,Deodorant & Body Spray,500-999,Low / 3-5,17.9,25.1,4.9,1.9,4.7,105.2,2.7,Low Risk,95.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0586,Website,Pantene,Hair Care,General Product,500-999,Medium / 6-15,17.3,16.9,5.0,2.5,3.6,103.6,2.7,Low Risk,95.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,Website,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,15.1,22.2,5.5,2.1,3.7,105.9,2.7,Low Risk,95.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,Website,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,14.1,16.9,5.4,0.8,3.9,106.7,2.7,Low Risk,97.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0604,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,20.6,21.2,5.1,1.4,4.0,105.1,2.6,Low Risk,96.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,Website,Tresemme,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,18.7,18.2,5.1,2.8,3.1,105.1,2.6,Low Risk,95.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,Website,Pantene,Hair Care,Hair Oil & Serum,500-999,Out of Stock / 0,18.5,18.0,4.8,2.7,3.6,104.1,2.6,Low Risk,95.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,Website,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,18.4,18.8,5.2,0.6,4.2,105.3,2.6,Low Risk,96.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,Website,Pair,Skin Care,General Product,500-999,Out of Stock / 0,18.3,19.0,5.3,2.6,3.4,105.4,2.6,Low Risk,96.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,Website,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,15.9,19.4,5.1,1.6,4.0,105.0,2.6,Low Risk,97.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,Website,Vaseline,Body Care,General Product,500-999,Out of Stock / 0,25.4,24.7,4.6,2.2,4.0,103.7,2.5,Low Risk,95.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,Website,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,21.0,20.6,5.1,0.9,3.8,104.8,2.5,Low Risk,97.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,Website,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,20.2,19.8,5.0,2.5,3.6,102.9,2.5,Low Risk,96.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,Website,Ora2,Oral Care,Toothpaste,500-999,Out of Stock / 0,19.5,19.0,5.1,1.8,4.0,105.0,2.5,Low Risk,97.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,Website,Ambi Pur,Home & Kitchen,Air Freshener,500-999,Low / 3-5,16.0,15.5,5.0,1.3,3.2,105.7,2.4,Low Risk,97.9,Monitor,Low,No action threshold triggered; continue monitoring.
